ID,target
test_id_0,6.4
test_id_1,25.633333333333333
test_id_2,40.06666666666667
test_id_3,21.966666666666665
test_id_4,64.53333333333333
test_id_5,3.7
test_id_6,19.733333333333334
test_id_7,13.6
test_id_8,27.2
test_id_9,19.066666666666666
test_id_10,33.06666666666667
test_id_11,8.3
test_id_12,51.0
test_id_13,25.6
test_id_14,16.433333333333334
test_id_15,38.6
test_id_16,51.53333333333333
test_id_17,18.433333333333334
test_id_18,19.466666666666665
test_id_19,15.066666666666666
test_id_20,27.4
test_id_21,28.666666666666668
test_id_22,28.866666666666667
test_id_23,14.933333333333334
test_id_24,12.866666666666667
test_id_25,55.233333333333334
test_id_26,18.833333333333332
test_id_27,8.1
test_id_28,16.933333333333334
test_id_29,53.46666666666667
test_id_30,54.233333333333334
test_id_31,15.333333333333334
test_id_32,100.8
test_id_33,11.6
test_id_34,28.166666666666668
test_id_35,13.5
test_id_36,87.86666666666666
test_id_37,32.46666666666667
test_id_38,16.133333333333333
test_id_39,19.333333333333332
test_id_40,43.8
test_id_41,14.133333333333333
test_id_42,15.533333333333333
test_id_43,100.03333333333333
test_id_44,156.43333333333334
test_id_45,6.733333333333333
test_id_46,26.8
test_id_47,26.6
test_id_48,17.6
test_id_49,46.46666666666667
test_id_50,17.6
test_id_51,75.63333333333334
test_id_52,7.3
test_id_53,50.53333333333333
test_id_54,4.4
test_id_55,15.866666666666667
test_id_56,11.233333333333333
test_id_57,25.366666666666667
test_id_58,12.266666666666667
test_id_59,15.033333333333333
test_id_60,8.7
test_id_61,16.8
test_id_62,15.4
test_id_63,25.7
test_id_64,11.5
test_id_65,4.666666666666667
test_id_66,4.633333333333334
test_id_67,9.2
test_id_68,12.3
test_id_69,10.366666666666667
test_id_70,11.566666666666666
test_id_71,7.266666666666667
test_id_72,11.633333333333333
test_id_73,10.066666666666666
test_id_74,36.53333333333333
test_id_75,7.766666666666667
test_id_76,155.7
test_id_77,7.566666666666666
test_id_78,40.6
test_id_79,26.833333333333332
test_id_80,10.466666666666667
test_id_81,17.166666666666668
test_id_82,30.766666666666666
test_id_83,12.1
test_id_84,19.7
test_id_85,89.43333333333334
test_id_86,56.766666666666666
test_id_87,86.7
test_id_88,8.833333333333334
test_id_89,18.133333333333333
test_id_90,25.7
test_id_91,8.733333333333333
test_id_92,2.533333333333333
test_id_93,21.933333333333334
test_id_94,22.533333333333335
test_id_95,62.63333333333333
test_id_96,5.166666666666667
test_id_97,5.133333333333334
test_id_98,12.333333333333334
test_id_99,14.5
test_id_100,14.766666666666667
test_id_101,16.0
test_id_102,6.7
test_id_103,13.566666666666666
test_id_104,3.1333333333333333
test_id_105,18.633333333333333
test_id_106,16.266666666666666
test_id_107,18.266666666666666
test_id_108,16.066666666666666
test_id_109,5.633333333333334
test_id_110,1.3333333333333333
test_id_111,16.266666666666666
test_id_112,16.6
test_id_113,13.566666666666666
test_id_114,7.0
test_id_115,27.8
test_id_116,8.133333333333333
test_id_117,12.366666666666667
test_id_118,30.433333333333334
test_id_119,10.866666666666667
test_id_120,25.833333333333332
test_id_121,15.4
test_id_122,22.466666666666665
test_id_123,10.2
test_id_124,7.2
test_id_125,19.4
test_id_126,9.9
test_id_127,7.533333333333333
test_id_128,7.366666666666666
test_id_129,36.266666666666666
test_id_130,156.26666666666668
test_id_131,3.8333333333333335
test_id_132,13.766666666666667
test_id_133,7.766666666666667
test_id_134,7.766666666666667
test_id_135,23.8
test_id_136,27.133333333333333
test_id_137,41.6
test_id_138,26.066666666666666
test_id_139,14.233333333333333
test_id_140,36.03333333333333
test_id_141,13.533333333333333
test_id_142,29.266666666666666
test_id_143,7.0
test_id_144,24.3
test_id_145,66.13333333333334
test_id_146,25.3
test_id_147,27.066666666666666
test_id_148,14.866666666666667
test_id_149,15.433333333333334
test_id_150,16.7
test_id_151,13.8
test_id_152,37.833333333333336
test_id_153,13.533333333333333
test_id_154,9.166666666666666
test_id_155,27.966666666666665
test_id_156,10.5
test_id_157,4.766666666666667
test_id_158,4.966666666666667
test_id_159,8.4
test_id_160,15.533333333333333
test_id_161,12.333333333333334
test_id_162,8.5
test_id_163,11.7
test_id_164,33.53333333333333
test_id_165,22.7
test_id_166,24.166666666666668
test_id_167,22.833333333333332
test_id_168,82.8
test_id_169,81.76666666666667
test_id_170,80.8
test_id_171,198.2
test_id_172,97.43333333333334
test_id_173,83.33333333333333
test_id_174,109.66666666666667
test_id_175,14.866666666666667
test_id_176,25.1
